Date,VIX,rsi_14,macd,macd_signal,macd_diff,stoch_k,stoch_d,roc_10,price_vs_ema20,price_vs_ema50,ema_cross_10_50,adx,adx_pos,adx_neg,bb_width,bb_pct_b,atr_pct,obv_zscore,vol_ratio,log_return_lag1,log_return_lag2,log_return_lag5,rsi_14_lag1,rsi_14_lag2,rsi_14_lag5,macd_diff_lag1,macd_diff_lag2,macd_diff_lag5,bb_pct_b_lag1,bb_pct_b_lag2,bb_pct_b_lag5,atr_pct_lag1,atr_pct_lag2,atr_pct_lag5,vol_ratio_lag1,vol_ratio_lag2,vol_ratio_lag5,VIX_lag1,VIX_lag2,VIX_lag5,return_lag1,return_lag2,return_lag3,return_lag4,return_lag5,target
2015-03-17,15.65999984741211,50.597411852851295,0.07136367763268936,0.49242039574851776,-0.4210567181158284,46.475714572638275,39.34375190301666,-1.4967286960288955,-0.0002023280562814954,0.006632268577000258,0.005643758216110802,17.227552369261495,20.08747677770833,21.261740351076874,4.3621110630012625,0.3496973325900888,0.01016810251398937,-1.4682730293114707,0.885282744820132,0.0132720874806878,-0.0061514711199522,-0.0163550371015974,52.3829235102229,44.2843023006715,39.782223193790436,-0.5266018155583139,-0.7119179250727468,-0.6715659709657233,0.40512674140095517,0.09376119780852278,-0.13622862909198394,0.010327665571043492,0.010201854408321711,0.0098408107450838,1.2854075306529233,1.5652741785500415,1.5763970605534832,15.609999656677246,16.0,16.690000534057617,0.0133605525726387,-0.0061325895577827,0.01271403252178,-0.0023415963970516,-0.0162220196380845,1
2015-03-18,13.970000267028809,56.967305397944365,0.235921208183953,0.4411205582356048,-0.2051993500516518,79.11177546137014,59.63453347693976,0.10937943559685369,0.010678984482584362,0.01798528214487421,0.007283660227059369,17.266234967729556,26.046444684674903,18.18662281768623,4.374923925025944,0.6212984750996778,0.010907835206606317,-0.49468334297321964,2.0041898098705047,-0.0029766160593334,0.0132720874806878,-0.0023443422211403,50.597411852851295,52.3829235102229,38.58294159299777,-0.4210567181158284,-0.5266018155583139,-0.8099648052633883,0.3496973325900888,0.40512674140095517,-0.10881121317387006,0.01016810251398937,0.010327665571043492,0.009543557673358407,0.885282744820132,1.2854075306529233,1.0973942270924584,15.65999984741211,15.609999656677246,16.8700008392334,-0.0029721903300724,0.0133605525726387,-0.0061325895577827,0.01271403252178,-0.0023415963970516,0
2015-03-19,14.06999969482422,54.083536028202566,0.2987420474559883,0.4126448560796815,-0.11390280862369317,66.57961275037108,64.0557009281265,-0.4561251789590943,0.0054878489617839225,0.01281207598988877,0.00785784879550016,17.302154523449897,24.847919566441725,17.34976678889953,4.367346340279217,0.5191419583314296,0.010666081098438395,-0.881641259470165,1.0210366330823184,0.0119494512857984,-0.0029766160593334,0.0126338878037766,56.967305397944365,50.597411852851295,47.768443910927715,-0.2051993500516518,-0.4210567181158284,-0.7267679765315599,0.6212984750996778,0.3496973325900888,0.1962584185731286,0.010907835206606317,0.01016810251398937,0.009674950555684259,2.0041898098705047,0.885282744820132,0.9351144383147655,13.970000267028809,15.65999984741211,15.420000076293944,0.0120211312061844,-0.0029721903300724,0.0133605525726387,-0.0061325895577827,0.01271403252178,1
2015-03-20,13.020000457763672,58.44735837269752,0.46672422425174886,0.423460729714095,0.04326349453765388,90.84086597543242,78.84408472905788,1.8550552809315217,0.012977702512641605,0.0208814337323928,0.009522954583908462,17.972656979336357,27.640490873474867,15.994630816370108,4.37620867597234,0.7203763122787931,0.010649627222671116,-0.07839717249778545,1.5146763674993242,-0.0045716860394519,0.0119494512857984,-0.0061514711199522,54.083536028202566,56.967305397944365,44.2843023006715,-0.11390280862369317,-0.2051993500516518,-0.7119179250727468,0.5191419583314296,0.6212984750996778,0.09376119780852278,0.010666081098438395,0.010907835206606317,0.010201854408321711,1.0210366330823184,2.0041898098705047,1.5652741785500415,14.06999969482422,13.970000267028809,16.0,-0.0045612517895909,0.0120211312061844,-0.0029721903300724,0.0133605525726387,-0.0061325895577827,0
2015-03-23,13.40999984741211,57.14476471166292,0.5658067592609655,0.4519299356234691,0.11387682363749635,85.42990524650409,80.9501279907692,1.2369904565067193,0.009945293694423202,0.018137714279291645,0.010477794193912492,18.632058210776243,26.92364548328312,15.407708000681689,4.356547069923468,0.6777144928692094,0.010285799255882237,-0.3187023837930898,0.6125091650900536,0.0087883759782247,-0.0045716860394519,0.0132720874806878,58.44735837269752,54.083536028202566,52.3829235102229,0.04326349453765388,-0.11390280862369317,-0.5266018155583139,0.7203763122787931,0.5191419583314296,0.40512674140095517,0.010649627222671116,0.010666081098438395,0.010327665571043492,1.5146763674993242,1.0210366330823184,1.2854075306529233,13.020000457763672,14.06999969482422,15.609999656677246,0.0088271071325638,-0.0045612517895909,0.0120211312061844,-0.0029721903300724,0.0133605525726387,0
2015-03-24,13.619999885559082,53.45269935240106,0.5586846969408441,0.4732808878869441,0.08540380905389999,69.94076048643451,82.070510569457,2.328095138747002,0.003862016940621371,0.011923933117706008,0.010338354418594568,18.37376983604288,25.421296141134807,18.783495379133715,4.2258733205585655,0.5608730961887636,0.010172883893695094,-0.6097189860312253,0.6623752554823569,-0.0019506275823667,0.0087883759782247,-0.0029766160593334,57.14476471166292,58.44735837269752,50.597411852851295,0.11387682363749635,0.04326349453765388,-0.4210567181158284,0.6777144928692094,0.7203763122787931,0.3496973325900888,0.010285799255882237,0.010649627222671116,0.01016810251398937,0.6125091650900536,1.5146763674993242,0.885282744820132,13.40999984741211,13.020000457763672,15.65999984741211,-0.0019487263447872,0.0088271071325638,-0.0045612517895909,0.0120211312061844,-0.0029721903300724,0
2015-03-25,15.4399995803833,45.28244171904413,0.3436865115997989,0.4473620126295151,-0.10367550102971618,29.775023677980975,61.715229803639865,1.0652735840208152,-0.00982517277643054,-0.002790821711593119,0.008045395003236097,17.622035432767813,22.461529734000226,26.288128391305015,4.21711636514469,0.24037984605350865,0.010850337399934861,-1.3469262548650374,1.309840912517157,-0.0056349754746226,-0.0019506275823667,0.0119494512857984,53.45269935240106,57.14476471166292,56.967305397944365,0.08540380905389999,0.11387682363749635,-0.2051993500516518,0.5608730961887636,0.6777144928692094,0.6212984750996778,0.010172883893695094,0.010285799255882237,0.010907835206606317,0.6623752554823569,0.6125091650900536,2.0041898098705047,13.619999885559082,13.40999984741211,13.970000267028809,-0.0056191287795408,-0.0019487263447872,0.0088271071325638,-0.0045612517895909,0.0120211312061844,0
2015-03-26,15.800000190734863,44.11934407771868,0.13880459235247145,0.38565052857410637,-0.24684593622163492,23.342341817389034,41.01937532726817,-0.4412297207727792,-0.011035970813153736,-0.0049643227715341996,0.005847110006644742,17.58883803967652,20.84588517476452,29.480524059421654,4.234406843539452,0.21480274192082816,0.010882308151280091,-1.9578460865923923,1.216696768016068,-0.0147620310550088,-0.0056349754746226,-0.0045716860394519,45.28244171904413,53.45269935240106,54.083536028202566,-0.10367550102971618,0.08540380905389999,-0.11390280862369317,0.24037984605350865,0.5608730961887636,0.5191419583314296,0.010850337399934861,0.010172883893695094,0.010666081098438395,1.309840912517157,0.6623752554823569,1.0210366330823184,15.4399995803833,13.619999885559082,14.06999969482422,-0.0146536064526993,-0.0056191287795408,-0.0019487263447872,0.0088271071325638,-0.0045612517895909,1
2015-03-27,15.06999969482422,45.563518374382056,0.007891716277640626,0.31009876611481324,-0.3022070498371726,29.51185099967483,27.543072165014948,0.402461010722387,-0.007942755020836554,-0.002580890755847813,0.004401439491653778,17.55801188894889,20.118612495555986,28.45200550348514,4.2293266222791805,0.29041262799167256,0.010446454282132346,-1.1988206821281566,0.9413551916780779,-0.0023845675335242,-0.0147620310550088,0.0087883759782247,44.11934407771868,45.28244171904413,58.44735837269752,-0.24684593622163492,-0.10367550102971618,0.04326349453765388,0.21480274192082816,0.24037984605350865,0.7203763122787931,0.010882308151280091,0.010850337399934861,0.010649627222671116,1.216696768016068,1.309840912517157,1.5146763674993242,15.800000190734863,15.4399995803833,13.020000457763672,-0.0023817267108564,-0.0146536064526993,-0.0056191287795408,-0.0019487263447872,0.0088271071325638,1
2015-03-30,14.510000228881836,52.60743046864634,0.07179130875744022,0.26243727464333866,-0.19064596588589844,62.45851805426298,38.43757029044229,0.28745778259195387,0.0037624739167279337,0.009208009092792293,0.004966504694499483,16.449552309325817,26.8766565484445,25.8022296929552,3.9605760805194463,0.5985747235205124,0.010567754973710304,-0.6023298936840977,0.7586213451322729,0.0022871220277065,-0.0023845675335242,-0.0019506275823667,45.563518374382056,44.11934407771868,57.14476471166292,-0.3022070498371726,-0.24684593622163492,0.11387682363749635,0.29041262799167256,0.21480274192082816,0.6777144928692094,0.010446454282132346,0.010882308151280091,0.010285799255882237,0.9413551916780779,1.216696768016068,0.6125091650900536,15.06999969482422,15.800000190734863,13.40999984741211,0.0022897394863934,-0.0023817267108564,-0.0146536064526993,-0.0056191287795408,-0.0019487263447872,0
